"","Zipcode","AGI_bin","Returns","AGI","Tot_income","mean_agi","mean_total"
"6774",12957,"",690,29634,29885,42.9478260869565,43.3115942028985
"6782",12958,"",870,45176,45481,51.9264367816092,52.2770114942529
"6790",12959,"",610,29733,29870,48.7426229508197,48.9672131147541
"6798",12960,"",520,27097,27213,52.1096153846154,52.3326923076923
"6806",12961,"",110,5450,5450,49.5454545454545,49.5454545454545
"6814",12962,"",2660,173293,174845,65.1477443609023,65.7312030075188
"6822",12965,"",240,10701,10836,44.5875,45.15
"6830",12966,"",1250,57717,58047,46.1736,46.4376
"6838",12967,"",460,21714,21814,47.204347826087,47.4217391304348
"6846",12969,"",170,9011,9037,53.0058823529412,53.1588235294118
"6854",12970,"",170,8134,8207,47.8470588235294,48.2764705882353
"6862",12972,"",3100,200626,202837,64.718064516129,65.4312903225807
"6870",12974,"",660,31372,31511,47.5333333333333,47.7439393939394
"6878",12978,"",180,9170,9196,50.9444444444444,51.0888888888889
"6886",12979,"",1210,68519,68942,56.6272727272727,56.9768595041322
"6894",12980,"",560,25407,25522,45.3696428571429,45.575
"6902",12981,"",1100,63522,64076,57.7472727272727,58.2509090909091
"6910",12983,"",3550,227442,231514,64.0681690140845,65.2152112676056
"6918",12985,"",470,22307,22410,47.4617021276596,47.6808510638298
"6926",12986,"",2630,146885,148667,55.8498098859316,56.5273764258555
"6934",12987,"",120,6287,6316,52.3916666666667,52.6333333333333
"6942",12989,"",450,26981,27188,59.9577777777778,60.4177777777778
"6950",12992,"",2380,124698,125740,52.3941176470588,52.8319327731092
"6958",12993,"",770,45140,45596,58.6233766233766,59.2155844155844
"6966",12996,"",930,52143,52707,56.0677419354839,56.6741935483871
"6974",12997,"",620,33670,34099,54.3064516129032,54.9983870967742
"6982",12998,"",220,8757,8777,39.8045454545455,39.8954545454545
"6990",13021,"",18360,1067007,1078478,58.1158496732026,58.7406318082789
"6998",13026,"",590,40319,40649,68.3372881355932,68.8966101694915
"7006",13027,"",17320,1347038,1363890,77.7735565819861,78.7465357967668
"7014",13028,"",590,31591,31787,53.5440677966102,53.8762711864407
"7022",13029,"",3610,281962,285185,78.1058171745152,78.9986149584488
"7030",13030,"",2010,132536,134041,65.9383084577114,66.6870646766169
"7038",13031,"",8730,641344,649666,73.4643757159221,74.4176403207331
"7046",13032,"",5950,325691,329203,54.7379831932773,55.3282352941176
"7054",13033,"",1740,95159,96085,54.6890804597701,55.2212643678161
"7062",13034,"",850,52089,52481,61.2811764705882,61.7423529411765
"7070",13035,"",3830,454717,463595,118.725065274151,121.043080939948
"7078",13036,"",4240,237460,239651,56.0047169811321,56.5214622641509
"7086",13037,"",4460,292543,296098,65.592600896861,66.3896860986547
"7094",13039,"",9080,685635,693639,75.5104625550661,76.3919603524229
"7102",13040,"",1180,57389,57722,48.6347457627119,48.9169491525424
"7110",13041,"",5880,421597,425627,71.7001700680272,72.3855442176871
"7118",13042,"",1030,54608,54922,53.0174757281553,53.3223300970874
"7126",13044,"",1200,76593,77143,63.8275,64.2858333333333
"7134",13045,"",11290,636297,643498,56.3593445527015,56.9971656333038
"7142",13052,"",840,45643,46021,54.3369047619048,54.7869047619048
"7150",13053,"",2120,132349,133795,62.4287735849057,63.1108490566038
"7158",13054,"",710,37568,37892,52.912676056338,53.369014084507
"7166",13057,"",7830,473041,479016,60.4139208173691,61.1770114942529
"7174",13060,"",1380,81026,82028,58.7144927536232,59.4405797101449
"7182",13061,"",480,36392,36809,75.8166666666667,76.6854166666667
"7190",13063,"",870,64242,65349,73.8413793103448,75.1137931034483
"7198",13066,"",6670,939444,957073,140.846176911544,143.489205397301
"7206",13068,"",2580,154419,156212,59.8523255813953,60.5472868217054
"7214",13069,"",10710,531662,535764,49.6416433239963,50.024649859944
"7222",13071,"",450,23438,23733,52.0844444444444,52.74
"7230",13072,"",340,15650,15787,46.0294117647059,46.4323529411765
"7238",13073,"",3000,168846,170654,56.282,56.8846666666667
"7246",13074,"",1840,92110,92689,50.0597826086956,50.3744565217391
"7254",13076,"",1100,64348,64900,58.4981818181818,59
"7262",13077,"",3300,193180,195522,58.5393939393939,59.2490909090909
"7270",13078,"",4620,740315,751726,160.241341991342,162.711255411255
"7278",13080,"",1670,102083,103209,61.1275449101796,61.8017964071856
"7286",13081,"",490,34735,35281,70.8877551020408,72.0020408163265
"7294",13082,"",2330,131448,133004,56.4154506437768,57.0832618025751
"7302",13083,"",790,42780,43066,54.1518987341772,54.5139240506329
"7310",13084,"",2240,162740,164841,72.6517857142857,73.5897321428571
"7318",13088,"",12060,705062,712064,58.4628524046434,59.0434494195688
"7326",13090,"",15850,1043564,1054393,65.84,66.5232176656151
"7334",13092,"",1140,60135,60583,52.75,53.1429824561404
"7342",13101,"",1210,58241,58632,48.1330578512397,48.4561983471074
"7350",13103,"",150,5649,5649,37.66,37.66
"7358",13104,"",7750,1111712,1133776,143.446709677419,146.293677419355
"7366",13108,"",3110,246657,250305,79.3109324758842,80.483922829582
"7374",13110,"",1160,86482,87792,74.5534482758621,75.6827586206897
"7382",13111,"",710,31951,32144,45.0014084507042,45.2732394366197
"7390",13112,"",940,61716,62321,65.6553191489362,66.2989361702128
"7398",13114,"",3010,175968,177429,58.4611295681063,58.946511627907
"7406",13116,"",1770,109479,110463,61.8525423728814,62.4084745762712
"7414",13118,"",2400,131154,132662,54.6475,55.2758333333333
"7422",13120,"",1070,50478,51021,47.1757009345794,47.6831775700935
"7430",13122,"",510,33712,34030,66.1019607843137,66.7254901960784
"7438",13126,"",14340,843347,850032,58.8108089260809,59.2769874476987
"7446",13131,"",1770,91835,92392,51.8841807909604,52.1988700564972
"7454",13132,"",1910,109083,110376,57.1115183246073,57.7884816753927
"7462",13135,"",3050,179631,181535,58.8954098360656,59.5196721311475
"7470",13136,"",200,8775,8810,43.875,44.05
"7478",13140,"",1930,93726,94390,48.5626943005181,48.9067357512953
"7486",13141,"",330,16038,16147,48.6,48.930303030303
"7494",13142,"",2830,159407,160823,56.3275618374558,56.8279151943463
"7502",13143,"",1160,58490,58936,50.4224137931034,50.8068965517241
"7510",13144,"",530,23308,23455,43.977358490566,44.2547169811321
"7518",13145,"",840,44587,44862,53.0797619047619,53.4071428571429
"7526",13146,"",890,44072,44515,49.5191011235955,50.0168539325843
"7534",13147,"",490,25970,26191,53,53.4510204081633
"7542",13148,"",5020,274536,277779,54.6884462151394,55.3344621513944
"7550",13152,"",4120,615691,627590,149.439563106796,152.327669902913
"7558",13155,"",270,13300,13397,49.2592592592593,49.6185185185185
"7566",13156,"",860,49543,49915,57.6081395348837,58.0406976744186
"7574",13158,"",620,30227,30541,48.7532258064516,49.2596774193548
"7582",13159,"",2590,198215,201587,76.530888030888,77.8328185328185
"7590",13160,"",960,58876,59496,61.3291666666667,61.975
"7598",13164,"",1260,98619,99411,78.2690476190476,78.897619047619
"7606",13165,"",5070,241799,243950,47.6921104536489,48.1163708086785
"7614",13166,"",2600,143880,145098,55.3384615384615,55.8069230769231
"7622",13167,"",1610,94192,95034,58.504347826087,59.0273291925466
"7630",13202,"",2160,105772,107387,48.9685185185185,49.7162037037037
"7638",13203,"",6400,266474,269560,41.6365625,42.11875
"7646",13204,"",7920,275459,278379,34.7801767676768,35.1488636363636
"7654",13205,"",7070,240847,242427,34.066053748232,34.2895332390382
"7662",13206,"",8320,351082,354183,42.1973557692308,42.5700721153846
"7670",13207,"",6010,269934,273158,44.9141430948419,45.4505823627288
"7678",13208,"",9390,309937,312008,33.0071352502662,33.2276890308839
"7686",13209,"",6840,356251,359130,52.0834795321637,52.5043859649123
"7694",13210,"",6310,291432,295290,46.1857369255151,46.797147385103
"7702",13211,"",3240,125204,126063,38.6432098765432,38.9083333333333
"7710",13212,"",10720,568011,573579,52.9861007462687,53.5055037313433
"7718",13214,"",3780,272622,277299,72.1222222222222,73.3595238095238
"7726",13215,"",7230,649940,660587,89.8948824343015,91.3674965421853
"7734",13219,"",8320,517398,523062,62.1872596153846,62.8680288461538
"7742",13224,"",4140,338956,344200,81.8734299516908,83.1400966183575
"7750",13302,"",670,28810,28981,43,43.255223880597
"7758",13303,"",550,32908,33121,59.8327272727273,60.22
"7766",13304,"",920,79864,80741,86.8086956521739,87.7619565217391
"7774",13308,"",1530,77125,77664,50.4084967320261,50.7607843137255
"7782",13309,"",2650,139790,140999,52.7509433962264,53.2071698113208
"7790",13310,"",300,14619,14721,48.73,49.07
"7798",13314,"",190,8778,8796,46.2,46.2947368421053
"7806",13315,"",610,31280,31539,51.2786885245902,51.7032786885246
"7814",13316,"",2850,144799,145975,50.8066666666667,51.219298245614
"7822",13317,"",1670,85448,86023,51.1664670658683,51.5107784431138
"7830",13318,"",610,34624,35133,56.7606557377049,57.5950819672131
"7838",13319,"",430,19385,19475,45.0813953488372,45.2906976744186
"7846",13320,"",930,48170,48987,51.7956989247312,52.6741935483871
"7854",13322,"",550,32563,32876,59.2054545454545,59.7745454545455
"7862",13323,"",4900,384412,390544,78.4514285714286,79.7028571428571
"7870",13324,"",910,46692,47103,51.3098901098901,51.7615384615385
"7878",13325,"",420,19727,19958,46.9690476190476,47.5190476190476
"7886",13326,"",2540,219025,222284,86.2303149606299,87.5133858267717
"7894",13327,"",960,48243,48797,50.253125,50.8302083333333
"7902",13328,"",530,34076,34597,64.2943396226415,65.277358490566
"7910",13329,"",1580,73823,74380,46.723417721519,47.0759493670886
"7918",13331,"",130,8457,8508,65.0538461538462,65.4461538461538
"7926",13332,"",1090,54872,55616,50.3412844036697,51.0238532110092
"7934",13334,"",570,28557,28755,50.1,50.4473684210526
"7942",13335,"",730,39982,40306,54.7698630136986,55.213698630137
"7950",13337,"",410,33551,33810,81.8317073170732,82.4634146341463
"7958",13338,"",620,30008,30148,48.4,48.6258064516129
"7966",13339,"",2570,116014,117033,45.1416342412451,45.5381322957198
"7974",13340,"",3770,204240,206230,54.1750663129973,54.7029177718833
"7982",13343,"",770,42101,42423,54.6766233766234,55.0948051948052
"7990",13346,"",1860,154964,156929,83.3139784946237,84.3704301075269
"7998",13348,"",620,32213,32701,51.9564516129032,52.7435483870968
"8006",13350,"",3960,192604,194581,48.6373737373737,49.1366161616162
"8014",13354,"",1600,102321,103534,63.950625,64.70875
"8022",13355,"",380,19246,19382,50.6473684210526,51.0052631578947
"8030",13357,"",4580,221539,223147,48.37096069869,48.7220524017467
"8038",13360,"",230,11993,12070,52.1434782608696,52.4782608695652
"8046",13361,"",280,12350,12456,44.1071428571429,44.4857142857143
"8054",13363,"",1070,62925,63361,58.8084112149533,59.2158878504673
"8062",13365,"",3730,199322,201646,53.4375335120643,54.0605898123324
"8070",13367,"",3610,198819,202017,55.0745152354571,55.9603878116343
"8078",13368,"",520,24962,25085,48.0038461538462,48.2403846153846
"8086",13402,"",660,32397,32786,49.0863636363636,49.6757575757576
"8094",13403,"",2560,165927,167792,64.815234375,65.54375
"8102",13406,"",250,13148,13203,52.592,52.812
"8110",13407,"",2370,112522,113419,47.4776371308017,47.8561181434599
"8118",13408,"",1120,58539,59106,52.2669642857143,52.7732142857143
"8126",13409,"",1090,51696,52270,47.4275229357798,47.954128440367
"8134",13411,"",1390,62413,62958,44.9014388489209,45.2935251798561
"8142",13413,"",7800,754039,766032,96.6716666666667,98.2092307692308
"8150",13416,"",1000,58037,58634,58.037,58.634
"8158",13417,"",1700,83708,84354,49.24,49.62
"8166",13420,"",860,59035,59885,68.6453488372093,69.6337209302326
"8174",13421,"",6200,340999,344640,54.9998387096774,55.5870967741935
"8182",13424,"",1130,66878,67567,59.1840707964602,59.7938053097345
"8190",13425,"",890,44280,44680,49.752808988764,50.2022471910112
"8198",13428,"",630,31477,31679,49.9634920634921,50.284126984127
"8206",13431,"",890,55445,55924,62.2977528089888,62.8359550561798
"8214",13433,"",710,29215,29369,41.1478873239437,41.3647887323944
"8222",13437,"",180,8369,8392,46.4944444444444,46.6222222222222
"8230",13438,"",1630,96737,97831,59.3478527607362,60.019018404908
"8238",13439,"",1700,86664,87614,50.9788235294118,51.5376470588235
"8246",13440,"",18200,965900,974804,53.0714285714286,53.5606593406593
"8254",13450,"",100,5568,5619,55.68,56.19
"8262",13452,"",1890,85995,86618,45.5,45.8296296296296
"8270",13454,"",370,16681,16733,45.0837837837838,45.2243243243243
"8278",13456,"",2010,131384,133016,65.3651741293532,66.1771144278607
"8286",13459,"",930,45961,46382,49.4204301075269,49.8731182795699
"8294",13460,"",2120,102708,103856,48.4471698113208,48.988679245283
"8302",13461,"",1610,104623,105686,64.9832298136646,65.6434782608696
"8310",13464,"",530,20850,21076,39.3396226415094,39.7660377358491
"8318",13468,"",220,12541,12707,57.0045454545455,57.7590909090909
"8326",13469,"",380,23685,23781,62.3289473684211,62.5815789473684
"8334",13470,"",270,12899,12946,47.7740740740741,47.9481481481481
"8342",13471,"",1350,59507,59978,44.0792592592593,44.4281481481481
"8350",13473,"",340,16791,16966,49.3852941176471,49.9
"8358",13476,"",1610,92160,92995,57.2422360248447,57.7608695652174
"8366",13477,"",640,32675,32924,51.0546875,51.44375
"8374",13478,"",1500,80258,81114,53.5053333333333,54.076
"8382",13480,"",1550,84321,85281,54.4006451612903,55.02
"8390",13483,"",140,5541,5557,39.5785714285714,39.6928571428571
"8398",13485,"",480,23739,23920,49.45625,49.8333333333333
"8406",13486,"",400,21132,21380,52.83,53.45
"8414",13488,"",130,5404,5431,41.5692307692308,41.7769230769231
"8422",13489,"",290,15205,15270,52.4310344827586,52.6551724137931
"8430",13490,"",700,40486,40848,57.8371428571429,58.3542857142857
"8438",13491,"",1680,90337,91330,53.7720238095238,54.3630952380952
"8446",13492,"",6010,418011,422954,69.5525790349418,70.3750415973378
"8454",13493,"",860,38050,38226,44.2441860465116,44.4488372093023
"8462",13494,"",160,6589,6619,41.18125,41.36875
"8470",13495,"",1070,50905,51293,47.5747663551402,47.9373831775701
"8478",13501,"",15540,636321,643124,40.9472972972973,41.3850707850708
"8486",13502,"",14380,652279,658257,45.3601529902643,45.7758692628651
"8494",13601,"",16130,836344,844577,51.8502169869808,52.3606323620583
"8502",13603,"",3540,161025,162147,45.4872881355932,45.8042372881356
"8510",13605,"",1930,105881,106881,54.860621761658,55.3787564766839
"8518",13606,"",1220,68992,69567,56.5508196721311,57.022131147541
"8526",13607,"",960,59606,60484,62.0895833333333,63.0041666666667
"8534",13608,"",600,30700,30818,51.1666666666667,51.3633333333333
"8542",13612,"",1160,62908,63478,54.2310344827586,54.7224137931034
"8550",13613,"",1040,50123,50453,48.1951923076923,48.5125
"8558",13614,"",130,4187,4202,32.2076923076923,32.3230769230769
"8566",13616,"",750,31787,32061,42.3826666666667,42.748
"8574",13617,"",3880,241621,244123,62.2734536082474,62.9182989690722
"8582",13618,"",900,52704,53424,58.56,59.36
"8590",13619,"",4140,211799,213671,51.1591787439614,51.6113526570048
"8598",13620,"",890,44382,45106,49.8674157303371,50.6808988764045
"8606",13621,"",260,13861,13927,53.3115384615385,53.5653846153846
"8614",13622,"",1040,60530,61228,58.2019230769231,58.8730769230769
"8622",13624,"",2140,137967,139941,64.4705607476636,65.3929906542056
"8630",13625,"",900,52178,52563,57.9755555555556,58.4033333333333
"8638",13626,"",930,50360,50822,54.1505376344086,54.647311827957
"8646",13630,"",530,24626,24796,46.4641509433962,46.7849056603774
"8654",13634,"",1830,107302,108105,58.6349726775956,59.0737704918033
"8662",13635,"",420,20636,20767,49.1333333333333,49.4452380952381
"8670",13636,"",120,6331,6346,52.7583333333333,52.8833333333333
"8678",13637,"",2060,91459,92077,44.397572815534,44.697572815534
"8686",13638,"",170,7202,7225,42.3647058823529,42.5
"8694",13640,"",250,26517,26654,106.068,106.616
"8702",13642,"",3410,176052,177735,51.6281524926686,52.1217008797654
"8710",13646,"",900,43370,43839,48.1888888888889,48.71
"8718",13648,"",950,51230,51585,53.9263157894737,54.3
"8726",13650,"",590,35669,36024,60.4559322033898,61.0576271186441
"8734",13652,"",770,35546,35770,46.1636363636364,46.4545454545455
"8742",13654,"",850,41538,41922,48.8682352941176,49.32
"8750",13655,"",1660,59932,60234,36.1036144578313,36.2855421686747
"8758",13656,"",1150,55689,56147,48.4252173913044,48.8234782608696
"8766",13658,"",1050,55621,56012,52.972380952381,53.3447619047619
"8774",13659,"",240,11613,11652,48.3875,48.55
"8782",13660,"",850,42951,43317,50.5305882352941,50.9611764705882
"8790",13661,"",650,35367,35695,54.4107692307692,54.9153846153846
"8798",13662,"",6960,357758,361737,51.4020114942529,51.9737068965517
"8806",13664,"",230,14984,15047,65.1478260869565,65.4217391304348
"8814",13665,"",370,16542,16621,44.7081081081081,44.9216216216216
"8822",13667,"",1400,63924,64363,45.66,45.9735714285714
"8830",13668,"",1460,76894,77488,52.6671232876712,53.0739726027397
"8838",13669,"",6300,342908,345784,54.4298412698413,54.8863492063492
"8846",13670,"",130,5631,5631,43.3153846153846,43.3153846153846
"8854",13672,"",330,15923,16022,48.2515151515152,48.5515151515152
"8862",13673,"",950,45372,45695,47.76,48.1
"8870",13676,"",4850,308422,311525,63.5921649484536,64.2319587628866
"8878",13679,"",810,45555,45977,56.2407407407407,56.7617283950617
"8886",13680,"",450,21911,22112,48.6911111111111,49.1377777777778
"8894",13681,"",330,16703,16765,50.6151515151515,50.8030303030303
"8902",13682,"",420,24565,24742,58.4880952380952,58.9095238095238
"8910",13684,"",470,23297,23425,49.568085106383,49.8404255319149
"8918",13685,"",1170,80020,81189,68.3931623931624,69.3923076923077
"8926",13687,"",240,13754,13791,57.3083333333333,57.4625
"8934",13690,"",350,18346,18443,52.4171428571429,52.6942857142857
"8942",13691,"",1280,68840,69368,53.78125,54.19375
"8950",13693,"",260,17665,17724,67.9423076923077,68.1692307692308
"8958",13694,"",760,47130,47584,62.0131578947368,62.6105263157895
"8966",13696,"",100,4797,4797,47.97,47.97
"8974",13697,"",970,45684,45974,47.0969072164948,47.3958762886598
"8982",13730,"",1250,61163,61688,48.9304,49.3504
"8990",13731,"",460,34017,34491,73.95,74.9804347826087
"8998",13732,"",3750,275858,278744,73.5621333333333,74.3317333333333
"9006",13733,"",2250,113864,114860,50.6062222222222,51.0488888888889
"9014",13734,"",990,48189,48481,48.6757575757576,48.9707070707071
"9022",13736,"",1080,53903,54272,49.9101851851852,50.2518518518519
"9030",13739,"",420,20085,20261,47.8214285714286,48.2404761904762
"9038",13740,"",240,16660,16858,69.4166666666667,70.2416666666667
"9046",13743,"",1660,88811,89525,53.5006024096386,53.9307228915663
"9054",13744,"",550,28731,28902,52.2381818181818,52.5490909090909
"9062",13746,"",1240,69695,70213,56.2056451612903,56.6233870967742
"9070",13748,"",1780,95593,96420,53.7039325842697,54.1685393258427
"9078",13750,"",490,23304,23439,47.5591836734694,47.834693877551
"9086",13751,"",120,4750,4780,39.5833333333333,39.8333333333333
"9094",13752,"",320,18695,18811,58.421875,58.784375
"9102",13753,"",1920,122586,124397,63.846875,64.7901041666667
"9110",13754,"",1320,61404,61914,46.5181818181818,46.9045454545455
"9118",13755,"",590,27213,27481,46.1237288135593,46.5779661016949
"9126",13756,"",190,8463,8517,44.5421052631579,44.8263157894737
"9134",13757,"",470,26687,27044,56.7808510638298,57.5404255319149
"9142",13760,"",21420,1269272,1282691,59.25639589169,59.8828664799253
"9150",13775,"",760,42153,42632,55.4644736842105,56.0947368421053
"9158",13776,"",290,16685,16813,57.5344827586207,57.9758620689655
"9166",13777,"",380,18110,18208,47.6578947368421,47.9157894736842
"9174",13778,"",2670,146708,148283,54.9468164794008,55.5367041198502
"9182",13780,"",470,25713,25832,54.7085106382979,54.9617021276596
"9190",13782,"",280,14404,14543,51.4428571428571,51.9392857142857
"9198",13783,"",980,47802,48468,48.7775510204082,49.4571428571429
"9206",13786,"",160,8450,8469,52.8125,52.93125
"9214",13787,"",1520,68714,69289,45.2065789473684,45.5848684210526
"9222",13788,"",400,21912,22186,54.78,55.465
"9230",13790,"",8430,410238,414317,48.6640569395018,49.1479240806643
"9238",13795,"",1760,91661,92349,52.0801136363636,52.4710227272727
"9246",13796,"",580,31176,31426,53.751724137931,54.1827586206897
"9254",13797,"",930,44239,44669,47.5688172043011,48.0311827956989
"9262",13801,"",530,22179,22299,41.8471698113208,42.0735849056604
"9270",13802,"",410,21507,21652,52.4560975609756,52.809756097561
"9278",13803,"",1880,91121,91715,48.4686170212766,48.7845744680851
"9286",13804,"",190,10408,10441,54.7789473684211,54.9526315789474
"9294",13807,"",600,32460,32863,54.1,54.7716666666667
"9302",13808,"",780,40905,41169,52.4423076923077,52.7807692307692
"9310",13809,"",690,33676,33944,48.8057971014493,49.1942028985507
"9318",13810,"",550,27080,27217,49.2363636363636,49.4854545454545
"9326",13811,"",1990,106798,107852,53.6673366834171,54.1969849246231
"9334",13812,"",1010,50196,50582,49.6990099009901,50.0811881188119
"9342",13813,"",420,19073,19203,45.4119047619048,45.7214285714286
"9350",13815,"",5940,326783,329768,55.0139730639731,55.5164983164983
"9358",13820,"",7870,443706,450093,56.379415501906,57.1909783989835
"9366",13825,"",1530,77839,78870,50.8751633986928,51.5490196078431
"9374",13827,"",5310,320171,323577,60.295856873823,60.9372881355932
"9382",13830,"",2040,101833,102769,49.918137254902,50.3769607843137
"9390",13832,"",260,10393,10434,39.9730769230769,40.1307692307692
"9398",13833,"",1930,107030,107772,55.4559585492228,55.840414507772
"9406",13835,"",620,29322,29488,47.2935483870968,47.5612903225806
"9414",13838,"",1920,91463,92174,47.6369791666667,48.0072916666667
"9422",13839,"",620,28920,29114,46.6451612903226,46.958064516129
"9430",13841,"",240,10904,10928,45.4333333333333,45.5333333333333
"9438",13842,"",190,11278,11379,59.3578947368421,59.8894736842105
"9446",13843,"",750,37442,37804,49.9226666666667,50.4053333333333
"9454",13844,"",340,15173,15250,44.6264705882353,44.8529411764706
"9462",13846,"",160,8113,8148,50.70625,50.925
"9470",13849,"",2040,108362,109509,53.1186274509804,53.6808823529412
"9478",13850,"",9980,877629,888586,87.9387775551102,89.0366733466934
"9486",13856,"",2690,127120,128537,47.2565055762082,47.7832713754647
"9494",13861,"",330,19608,19773,59.4181818181818,59.9181818181818
"9502",13862,"",1900,94704,95461,49.8442105263158,50.2426315789474
"9510",13863,"",190,8577,8630,45.1421052631579,45.4210526315789
"9518",13864,"",540,24631,24801,45.612962962963,45.9277777777778
"9526",13865,"",2720,144874,146139,53.2625,53.7275735294118
"9534",13901,"",8550,471735,476954,55.1736842105263,55.7840935672515
"9542",13903,"",8430,514278,521278,61.0056939501779,61.8360616844603
"9550",13904,"",4080,195530,197141,47.9240196078431,48.3188725490196
"9558",13905,"",10890,566935,574340,52.0601469237833,52.7401285583104
"9566",14001,"",4750,303916,307762,63.9823157894737,64.792
"9574",14004,"",5440,342107,345608,62.8873161764706,63.5308823529412
"9582",14005,"",970,50426,51009,51.9855670103093,52.5865979381443
"9590",14006,"",4660,261290,263555,56.0708154506438,56.5568669527897
"9598",14008,"",750,38980,39373,51.9733333333333,52.4973333333333
"9606",14009,"",2580,139367,141035,54.0182170542636,54.6647286821705
"9614",14011,"",2900,162840,164762,56.151724137931,56.8144827586207
"9622",14012,"",1090,57454,57912,52.7100917431193,53.1302752293578
"9630",14013,"",700,34373,34688,49.1042857142857,49.5542857142857
"9638",14020,"",10210,525873,531714,51.505680705191,52.0777668952008
"9646",14024,"",720,40940,41374,56.8611111111111,57.4638888888889
"9654",14025,"",1580,111526,112870,70.5860759493671,71.4367088607595
"9662",14026,"",440,30038,30298,68.2681818181818,68.8590909090909
"9670",14028,"",750,45232,45664,60.3093333333333,60.8853333333333
"9678",14030,"",710,38076,38355,53.6281690140845,54.0211267605634
"9686",14031,"",5110,688276,700998,134.691976516634,137.181604696673
"9694",14032,"",4510,556111,567175,123.306208425721,125.759423503326
"9702",14033,"",1170,91977,93004,78.6128205128205,79.4905982905983
"9710",14034,"",850,44503,44939,52.3564705882353,52.8694117647059
"9718",14036,"",2390,141412,142694,59.1682008368201,59.7046025104602
"9726",14037,"",610,39165,39394,64.2049180327869,64.5803278688525
"9734",14040,"",1110,65800,66356,59.2792792792793,59.7801801801802
"9742",14042,"",1720,79248,80004,46.0744186046512,46.5139534883721
"9750",14043,"",13060,694144,699959,53.150382848392,53.5956355283308
"9758",14047,"",3210,208941,210792,65.0906542056075,65.6672897196262
"9766",14048,"",6420,272632,275112,42.4660436137072,42.8523364485981
"9774",14051,"",10620,1286711,1310662,121.15922787194,123.41450094162
"9782",14052,"",9130,910625,926000,99.7398685651698,101.423877327492
"9790",14054,"",630,35983,36278,57.115873015873,57.584126984127
"9798",14055,"",690,44584,45153,64.6144927536232,65.4391304347826
"9806",14057,"",4140,291943,295700,70.5176328502415,71.4251207729469
"9814",14058,"",960,58274,58871,60.7020833333333,61.3239583333333
"9822",14059,"",5030,471276,477507,93.693041749503,94.9318091451292
"9830",14060,"",190,9093,9123,47.8578947368421,48.0157894736842
"9838",14062,"",1570,79816,80460,50.8382165605096,51.2484076433121
"9846",14063,"",5130,313010,316908,61.0155945419103,61.7754385964912
"9854",14065,"",750,35313,35513,47.084,47.3506666666667
"9862",14066,"",490,24954,25216,50.9265306122449,51.4612244897959
"9870",14067,"",2470,134188,135468,54.3271255060729,54.8453441295547
"9878",14068,"",3640,344064,349866,94.5230769230769,96.117032967033
"9886",14069,"",430,30376,30708,70.6418604651163,71.4139534883721
"9894",14070,"",2240,112956,113963,50.4267857142857,50.8763392857143
"9902",14072,"",11200,928306,940575,82.8844642857143,83.9799107142857
"9910",14075,"",23100,1646186,1666064,71.2634632034632,72.1239826839827
"9918",14080,"",2100,141390,143236,67.3285714285714,68.207619047619
"9926",14081,"",1260,65032,65685,51.6126984126984,52.1309523809524
"9934",14082,"",240,13334,13447,55.5583333333333,56.0291666666667
"9942",14085,"",4000,332198,335449,83.0495,83.86225
"9950",14086,"",18290,1374964,1390293,75.1757244395845,76.013832695462
"9958",14091,"",570,29337,29579,51.4684210526316,51.8929824561404
"9966",14092,"",5850,474489,482009,81.1092307692308,82.3947008547009
"9974",14094,"",25110,1430615,1444185,56.97391477499,57.5143369175627
"9982",14098,"",1410,70226,70795,49.8056737588652,50.209219858156
"9990",14101,"",850,38981,39318,45.86,46.2564705882353
"9998",14102,"",650,47843,48209,73.6046153846154,74.1676923076923
"10006",14103,"",4880,233776,236517,47.9049180327869,48.4665983606557
"10014",14105,"",2150,114946,116251,53.4632558139535,54.0702325581395
"10022",14108,"",2840,163418,164515,57.5415492957747,57.9278169014084
"10030",14111,"",1540,86253,87170,56.0084415584416,56.6038961038961
"10038",14113,"",370,22512,22622,60.8432432432432,61.1405405405405
"10046",14120,"",22940,1416640,1430591,61.7541412380122,62.3622929380994
"10054",14125,"",1690,88730,89478,52.5029585798817,52.9455621301775
"10062",14127,"",16020,1729074,1757228,107.932209737828,109.689637952559
"10070",14129,"",630,32953,33230,52.3063492063492,52.7460317460317
"10078",14131,"",2620,155299,156801,59.274427480916,59.8477099236641
"10086",14132,"",3030,174970,176585,57.7458745874587,58.2788778877888
"10094",14134,"",150,6816,6870,45.44,45.8
"10102",14136,"",2320,118187,119260,50.9426724137931,51.4051724137931
"10110",14138,"",820,38918,39223,47.4609756097561,47.8329268292683
"10118",14139,"",1190,92733,93830,77.9268907563025,78.8487394957983
"10126",14141,"",3710,272512,275691,73.4533692722372,74.3102425876011
"10134",14143,"",660,37454,37778,56.7484848484848,57.2393939393939
"10142",14145,"",780,44252,44775,56.7333333333333,57.4038461538462
"10150",14150,"",21870,1168336,1179674,53.4218564243256,53.9402834933699
"10158",14167,"",820,43037,43572,52.4841463414634,53.1365853658537
"10166",14170,"",1220,92856,94280,76.1114754098361,77.2786885245902
"10174",14171,"",950,50266,50657,52.9115789473684,53.3231578947368
"10182",14172,"",1610,100408,101360,62.3652173913043,62.9565217391304
